Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Roanoke,Weekly,"2021-01-17 00:00:00",Organic,1.177252040,18338.81,272.70,4340.05,0.00,13726.06,,,
Sacramento,Weekly,"2021-01-17 00:00:00",Organic,1.782887494,22169.92,5706.17,2817.42,0.00,13646.32,,,
"San Diego",Weekly,"2021-01-17 00:00:00",Organic,1.790612849,40496.87,10827.15,10228.84,0.00,19440.87,,,
"San Francisco",Weekly,"2021-01-17 00:00:00",Organic,1.872266338,81397.67,23291.38,7973.05,1.18,50132.05,,,
Seattle,Weekly,"2021-01-17 00:00:00",Organic,1.663320147,91147.83,7772.05,62407.62,5.39,20962.77,,,
"South Carolina",Weekly,"2021-01-17 00:00:00",Organic,1.269599106,35701.32,642.96,5130.46,54.49,29873.42,,,
Spokane,Weekly,"2021-01-17 00:00:00",Organic,1.654305670,5702.04,130.75,3352.40,0.00,2218.89,,,
"St. Louis",Weekly,"2021-01-17 00:00:00",Organic,1.295716267,13662.82,919.78,2003.52,0.00,10739.51,,,
Syracuse,Weekly,"2021-01-17 00:00:00",Organic,1.470630377,6124.94,433.54,124.51,0.00,5566.90,,,
Tampa,Weekly,"2021-01-17 00:00:00",Organic,0.908890596,34424.91,191.18,183.75,0.00,34049.98,,,
Toledo,Weekly,"2021-01-17 00:00:00",Organic,1.383846654,6370.72,205.33,2854.01,0.00,3311.37,,,
"West Tex/New Mexico",Weekly,"2021-01-17 00:00:00",Organic,1.278375066,48395.10,11825.35,2491.90,7636.76,26441.08,,,
Wichita,Weekly,"2021-01-17 00:00:00",Organic,1.233289312,5509.52,2321.26,17.72,0.00,3170.54,,,
California,Weekly,"2021-01-17 00:00:00",Organic,1.745864279,394732.15,123138.69,68676.63,8.44,202908.39,,,
"Great Lakes",Weekly,"2021-01-17 00:00:00",Organic,1.400890159,242688.58,31592.67,65417.18,0.00,145678.73,,,
Midsouth,Weekly,"2021-01-17 00:00:00",Organic,1.255538482,353062.19,6638.40,57262.91,145.48,289015.39,,,
Northeast,Weekly,"2021-01-17 00:00:00",Organic,1.455640248,415082.48,41429.55,40328.97,20.56,333303.40,,,
Plains,Weekly,"2021-01-17 00:00:00",Organic,1.205730510,76780.06,12254.10,3735.40,24.84,60765.71,,,
"South Central",Weekly,"2021-01-17 00:00:00",Organic,1.257919463,199150.53,29737.04,20210.19,10693.60,138509.70,,,
Southeast,Weekly,"2021-01-17 00:00:00",Organic,1.132725822,331286.29,4024.68,34992.33,138.40,292130.88,,,
West,Weekly,"2021-01-17 00:00:00",Organic,1.424944336,429967.83,91003.92,158507.73,4596.32,175859.86,,,
"Total U.S.",Weekly,"2021-01-17 00:00:00",Organic,1.395005927,2442750.11,339819.07,449131.34,15627.65,1638172.05,,,
Albany,Weekly,"2021-01-24 00:00:00",Conventional,0.945282429,181384.78,18058.39,136658.78,47.27,26620.34,,,
Atlanta,Weekly,"2021-01-24 00:00:00",Conventional,0.801632402,903890.16,523742.62,153135.68,45.89,226965.96,,,
Baltimore/Washington,Weekly,"2021-01-24 00:00:00",Conventional,1.035952361,1329156.36,509539.77,338123.53,4219.88,477273.18,,,
Birmingham/Montgomery,Weekly,"2021-01-24 00:00:00",Conventional,0.782556959,398209.49,255916.59,17864.24,16.35,124412.30,,,
Boise,Weekly,"2021-01-24 00:00:00",Conventional,0.935634044,149688.50,72552.21,35269.40,13952.79,27914.11,,,
Boston,Weekly,"2021-01-24 00:00:00",Conventional,1.230148411,747188.04,36647.89,512067.86,127.39,198344.90,,,
Buffalo/Rochester,Weekly,"2021-01-24 00:00:00",Conventional,0.926831683,280075.44,77332.44,66063.85,2430.96,134248.20,,,
Charlotte,Weekly,"2021-01-24 00:00:00",Conventional,0.916271474,455006.18,231727.34,61668.76,5188.11,156421.98,,,
Chicago,Weekly,"2021-01-24 00:00:00",Conventional,0.924041179,1418800.23,505388.16,504437.34,122523.37,286451.36,,,
Cincinnati/Dayton,Weekly,"2021-01-24 00:00:00",Conventional,0.868648233,346666.84,110109.62,199624.23,1880.89,35052.09,,,
Columbus,Weekly,"2021-01-24 00:00:00",Conventional,0.879843309,306520.40,120751.34,136330.63,554.06,48884.37,,,
"Dallas/Ft. Worth",Weekly,"2021-01-24 00:00:00",Conventional,0.706364244,1598684.19,773194.21,400181.23,13868.39,411440.36,,,
Denver,Weekly,"2021-01-24 00:00:00",Conventional,0.938928041,1057225.37,318084.22,460081.44,21186.53,257873.19,,,
Detroit,Weekly,"2021-01-24 00:00:00",Conventional,0.892240354,634980.73,162389.01,227783.45,133812.42,110995.85,,,
"Grand Rapids",Weekly,"2021-01-24 00:00:00",Conventional,0.968292548,292619.48,36506.12,73598.09,133899.20,48616.06,,,
Harrisburg/Scranton,Weekly,"2021-01-24 00:00:00",Conventional,0.938926406,485001.12,192616.75,119229.71,381.04,172773.63,,,
Hartford/Springfield,Weekly,"2021-01-24 00:00:00",Conventional,1.058116862,499208.81,61840.92,325710.96,300.75,111356.18,,,
Houston,Weekly,"2021-01-24 00:00:00",Conventional,0.697269414,1271955.28,603549.90,462707.59,5213.00,200484.79,,,
Indianapolis,Weekly,"2021-01-24 00:00:00",Conventional,0.832418798,318209.66,106237.32,146114.48,1138.19,64719.66,,,
Jacksonville,Weekly,"2021-01-24 00:00:00",Conventional,0.807092037,290630.76,199623.99,12287.50,116.47,78602.80,,,
"Las Vegas",Weekly,"2021-01-24 00:00:00",Conventional,0.860012398,436766.77,94208.18,211770.53,1465.80,129322.25,,,
"Los Angeles",Weekly,"2021-01-24 00:00:00",Conventional,1.092668361,3362396.79,1459820.90,505841.29,715337.27,681397.34,,,
Louisville,Weekly,"2021-01-24 00:00:00",Conventional,0.874233683,163719.06,48149.07,81049.88,38.79,34481.32,,,
"Miami/Ft. Lauderdale",Weekly,"2021-01-24 00:00:00",Conventional,0.814806806,1276308.84,871832.42,50202.41,2225.27,352048.73,,,
Nashville,Weekly,"2021-01-24 00:00:00",Conventional,0.811126736,344980.37,178409.77,75645.55,18.22,90906.82,,,
"Northern New England",Weekly,"2021-01-24 00:00:00",Conventional,0.908658358,684911.06,31220.28,567617.57,105.38,85967.84,,,
"New Orleans/Mobile",Weekly,"2021-01-24 00:00:00",Conventional,0.741834244,359120.47,193350.97,22405.70,55.27,143308.53,,,
"New York",Weekly,"2021-01-24 00:00:00",Conventional,1.008101910,2797103.18,382094.65,1537388.35,21450.98,856169.20,,,
Orlando,Weekly,"2021-01-24 00:00:00",Conventional,0.760681768,782725.94,518053.41,20392.21,22.18,244258.15,,,
Peoria/Springfield,Weekly,"2021-01-24 00:00:00",Conventional,0.806927058,202256.00,84427.47,64979.82,2538.56,50310.14,,,
Philadelphia,Weekly,"2021-01-24 00:00:00",Conventional,0.911692904,890526.06,299608.09,291985.29,403.86,298528.82,,,
Phoenix/Tucson,Weekly,"2021-01-24 00:00:00",Conventional,0.754388634,1426401.84,438557.63,811690.01,3690.27,172463.94,,,
Pittsburgh,Weekly,"2021-01-24 00:00:00",Conventional,0.929080809,193987.40,107425.47,20616.34,3.06,65942.53,,,
Portland,Weekly,"2021-01-24 00:00:00",Conventional,0.957997489,831893.62,338418.96,384301.73,30989.55,78183.39,,,
Providence,Weekly,"2021-01-24 00:00:00",Conventional,1.320707867,106096.49,18595.65,62892.01,21.94,24586.90,,,
Raleigh/Greensboro,Weekly,"2021-01-24 00:00:00",Conventional,0.882343706,558210.35,285542.81,77979.40,5608.49,189079.64,,,
Richmond/Norfolk,Weekly,"2021-01-24 00:00:00",Conventional,0.858376046,406731.51,151903.31,157383.33,1023.35,96421.52,,,
Roanoke,Weekly,"2021-01-24 00:00:00",Conventional,0.829999863,239879.24,99315.62,88044.39,15.87,52503.36,,,
Sacramento,Weekly,"2021-01-24 00:00:00",Conventional,1.101248801,574030.09,163068.04,279179.12,10747.13,121035.80,,,
"San Diego",Weekly,"2021-01-24 00:00:00",Conventional,1.136581219,599590.40,208693.66,184558.60,105271.30,101066.84,,,
"San Francisco",Weekly,"2021-01-24 00:00:00",Conventional,1.466355657,831589.85,196070.43,445756.13,15623.44,174139.85,,,
Seattle,Weekly,"2021-01-24 00:00:00",Conventional,1.167152575,692717.08,247300.29,378813.20,3968.61,62634.99,,,
"South Carolina",Weekly,"2021-01-24 00:00:00",Conventional,0.831097923,615707.47,364621.65,64848.81,1661.95,184575.07,,,
Spokane,Weekly,"2021-01-24 00:00:00",Conventional,0.980239637,100361.52,43308.43,44488.86,26.50,12537.74,,,
"St. Louis",Weekly,"2021-01-24 00:00:00",Conventional,0.779334599,326647.69,209137.25,19237.15,24.09,98249.20,,,
Syracuse,Weekly,"2021-01-24 00:00:00",Conventional,0.927013984,132075.55,31448.57,51953.45,472.15,48201.39,,,
Tampa,Weekly,"2021-01-24 00:00:00",Conventional,0.779459616,785355.36,538650.11,23571.31,21.80,223112.15,,,
Toledo,Weekly,"2021-01-24 00:00:00",Conventional,0.840058408,183589.84,55464.41,79828.60,17473.11,30823.72,,,
"West Tex/New Mexico",Weekly,"2021-01-24 00:00:00",Conventional,0.695377006,976592.97,430087.23,185308.03,8092.05,353105.65,,,
Wichita,Weekly,"2021-01-24 00:00:00",Conventional,0.721691509,125558.42,68114.45,24108.99,4.92,33330.06,,,
California,Weekly,"2021-01-24 00:00:00",Conventional,1.151646075,6864019.00,2573096.83,1986436.74,953049.64,1351435.80,,,
"Great Lakes",Weekly,"2021-01-24 00:00:00",Conventional,0.880540908,5733728.36,1895692.86,2143127.25,618145.74,1076762.52,,,
Midsouth,Weekly,"2021-01-24 00:00:00",Conventional,0.903409853,5103494.03,2294951.33,1270273.96,19883.61,1518385.14,,,
Northeast,Weekly,"2021-01-24 00:00:00",Conventional,0.999347456,7434520.32,1249045.70,3988730.30,6270.47,2190473.85,,,
Plains,Weekly,"2021-01-24 00:00:00",Conventional,0.865307897,2576826.97,1246484.20,569059.17,3396.87,757886.74,,,
"South Central",Weekly,"2021-01-24 00:00:00",Conventional,0.718971997,5968810.31,3023840.78,1221324.46,89639.70,1634005.37,,,
Southeast,Weekly,"2021-01-24 00:00:00",Conventional,0.799084332,6712638.09,4342124.74,469888.48,2758.83,1897866.03,,,
West,Weekly,"2021-01-24 00:00:00",Conventional,0.886879973,7942035.09,2859564.11,3516591.14,129561.71,1436318.14,,,
"Total U.S.",Weekly,"2021-01-24 00:00:00",Conventional,0.908693419,48336072.19,19484800.55,15165431.49,1822706.56,11863133.59,,,
Albany,Weekly,"2021-01-24 00:00:00",Organic,1.393652806,4077.66,206.62,397.72,0.00,3473.32,,,
Atlanta,Weekly,"2021-01-24 00:00:00",Organic,1.373126742,51192.03,255.52,21408.48,0.00,29528.02,,,
Baltimore/Washington,Weekly,"2021-01-24 00:00:00",Organic,1.180105646,98309.93,1620.16,5154.03,6.21,91529.53,,,
Birmingham/Montgomery,Weekly,"2021-01-24 00:00:00",Organic,1.207581317,14627.25,98.41,1015.01,0.00,13513.83,,,
Boise,Weekly,"2021-01-24 00:00:00",Organic,1.475798534,6839.51,49.57,3892.96,0.00,2896.98,,,
Boston,Weekly,"2021-01-24 00:00:00",Organic,1.333513584,62104.06,333.30,3088.90,0.00,58681.87,,,
Buffalo/Rochester,Weekly,"2021-01-24 00:00:00",Organic,1.528470445,18201.17,1267.66,124.26,0.00,16809.26,,,
Charlotte,Weekly,"2021-01-24 00:00:00",Organic,1.277353079,27509.02,348.94,3182.49,23.64,23953.95,,,
Chicago,Weekly,"2021-01-24 00:00:00",Organic,1.198044121,97226.63,10776.57,11779.17,0.00,74670.88,,,
Cincinnati/Dayton,Weekly,"2021-01-24 00:00:00",Organic,1.480041407,19270.66,634.25,11866.46,0.00,6769.95,,,
Columbus,Weekly,"2021-01-24 00:00:00",Organic,1.433048984,13254.01,2129.39,4537.10,0.00,6587.53,,,
"Dallas/Ft. Worth",Weekly,"2021-01-24 00:00:00",Organic,1.071236582,96771.09,10974.20,35918.57,405.95,49472.36,,,
Denver,Weekly,"2021-01-24 00:00:00",Organic,1.223275091,63180.59,29576.47,1584.25,0.00,32019.87,,,
Detroit,Weekly,"2021-01-24 00:00:00",Organic,1.203024916,30685.17,1361.14,9036.08,0.00,20287.95,,,
"Grand Rapids",Weekly,"2021-01-24 00:00:00",Organic,1.008642253,14239.69,75.72,799.95,0.00,13364.02,,,
Harrisburg/Scranton,Weekly,"2021-01-24 00:00:00",Organic,1.186608798,24947.88,385.50,438.50,0.00,24123.88,,,
Hartford/Springfield,Weekly,"2021-01-24 00:00:00",Organic,1.270093657,39352.30,490.82,5990.83,0.00,32870.65,,,
Houston,Weekly,"2021-01-24 00:00:00",Organic,1.161862212,29827.01,10241.32,8967.99,0.00,10617.70,,,
Indianapolis,Weekly,"2021-01-24 00:00:00",Organic,1.339260270,11016.24,222.98,4673.25,0.00,6120.01,,,
Jacksonville,Weekly,"2021-01-24 00:00:00",Organic,1.109588631,13102.43,108.42,213.29,0.00,12780.72,,,
"Las Vegas",Weekly,"2021-01-24 00:00:00",Organic,1.432577032,19613.77,5987.03,3448.30,0.00,10178.44,,,
"Los Angeles",Weekly,"2021-01-24 00:00:00",Organic,1.578123059,195707.41,70004.36,29883.54,0.00,95819.51,,,
Louisville,Weekly,"2021-01-24 00:00:00",Organic,1.392445280,8083.54,49.36,3855.68,0.00,4178.50,,,
"Miami/Ft. Lauderdale",Weekly,"2021-01-24 00:00:00",Organic,1.058974920,62424.09,1339.72,1236.90,0.00,59847.47,,,
Nashville,Weekly,"2021-01-24 00:00:00",Organic,1.308642355,26372.70,143.50,8805.30,0.00,17423.90,,,
"Northern New England",Weekly,"2021-01-24 00:00:00",Organic,1.670131850,19786.14,2186.16,593.69,0.00,17006.28,,,
"New Orleans/Mobile",Weekly,"2021-01-24 00:00:00",Organic,1.005022787,13599.29,30.60,489.90,0.00,13078.79,,,
"New York",Weekly,"2021-01-24 00:00:00",Organic,1.288068958,186669.62,12063.72,14557.54,9.01,160039.35,,,
Orlando,Weekly,"2021-01-24 00:00:00",Organic,1.038614277,34554.95,251.64,174.30,0.00,34129.01,,,
Peoria/Springfield,Weekly,"2021-01-24 00:00:00",Organic,1.339048132,6220.35,92.13,1205.82,0.00,4922.41,,,
Philadelphia,Weekly,"2021-01-24 00:00:00",Organic,1.485323305,35959.42,1863.62,5489.66,1.04,28605.10,,,
Phoenix/Tucson,Weekly,"2021-01-24 00:00:00",Organic,1.253415564,39451.99,8995.92,7939.47,0.00,22516.60,,,
Pittsburgh,Weekly,"2021-01-24 00:00:00",Organic,1.293659475,15523.31,2734.52,0.00,0.00,12788.79,,,
Portland,Weekly,"2021-01-24 00:00:00",Organic,1.435725968,53516.72,3204.96,33125.31,0.00,17186.44,,,
Providence,Weekly,"2021-01-24 00:00:00",Organic,1.242829129,10316.80,21.19,12.00,0.00,10283.62,,,
Raleigh/Greensboro,Weekly,"2021-01-24 00:00:00",Organic,1.325648071,34518.30,767.80,3913.52,48.36,29788.62,,,
Richmond/Norfolk,Weekly,"2021-01-24 00:00:00",Organic,1.026887397,39132.18,271.77,3672.20,0.00,35188.21,,,
Roanoke,Weekly,"2021-01-24 00:00:00",Organic,1.097111802,18873.66,212.73,3719.76,0.00,14941.18,,,
Sacramento,Weekly,"2021-01-24 00:00:00",Organic,1.705665151,23082.89,5570.70,4136.99,0.00,13375.21,,,
"San Diego",Weekly,"2021-01-24 00:00:00",Organic,1.742217054,38167.92,11284.67,7747.36,0.00,19135.89,,,
"San Francisco",Weekly,"2021-01-24 00:00:00",Organic,1.890003379,83039.96,22720.83,11031.47,0.00,49287.66,,,
Seattle,Weekly,"2021-01-24 00:00:00",Organic,1.688464102,85688.09,6049.60,58131.69,0.00,21506.80,,,
"South Carolina",Weekly,"2021-01-24 00:00:00",Organic,1.280323353,34517.39,518.02,5943.76,57.41,27998.19,,,
Spokane,Weekly,"2021-01-24 00:00:00",Organic,1.590967431,5593.87,154.04,3111.49,0.00,2328.34,,,
"St. Louis",Weekly,"2021-01-24 00:00:00",Organic,1.357110493,12668.34,759.96,2186.94,0.00,9721.45,,,
Syracuse,Weekly,"2021-01-24 00:00:00",Organic,1.494176552,5416.00,450.61,81.24,0.00,4884.15,,,
Tampa,Weekly,"2021-01-24 00:00:00",Organic,0.936556260,32752.85,218.89,143.85,0.00,32390.10,,,
Toledo,Weekly,"2021-01-24 00:00:00",Organic,1.270508159,5386.17,372.19,1492.07,0.00,3521.91,,,
"West Tex/New Mexico",Weekly,"2021-01-24 00:00:00",Organic,1.279109674,25230.91,7494.65,1814.56,2324.24,13597.46,,,
Wichita,Weekly,"2021-01-24 00:00:00",Organic,1.155827936,3358.06,798.76,8.86,0.00,2550.44,,,
California,Weekly,"2021-01-24 00:00:00",Organic,1.701653488,406028.76,130153.90,66508.94,0.00,209365.91,,,
"Great Lakes",Weekly,"2021-01-24 00:00:00",Organic,1.265472661,265628.61,28213.44,54493.92,0.00,182921.24,,,
Midsouth,Weekly,"2021-01-24 00:00:00",Organic,1.216937384,356856.81,4808.46,53411.00,154.01,298483.33,,,
Northeast,Weekly,"2021-01-24 00:00:00",Organic,1.343640215,460063.80,26362.90,35365.93,19.50,398315.46,,,
Plains,Weekly,"2021-01-24 00:00:00",Organic,1.258547403,68019.78,8748.96,3906.38,14.09,55350.34,,,
"South Central",Weekly,"2021-01-24 00:00:00",Organic,1.109194569,241981.78,36410.89,69211.26,2558.28,133801.35,,,
Southeast,Weekly,"2021-01-24 00:00:00",Organic,1.143896609,312929.08,3924.65,37964.30,138.94,270901.20,,,
West,Weekly,"2021-01-24 00:00:00",Organic,1.424075402,405609.14,89557.15,144213.82,1539.05,170299.12,,,
"Total U.S.",Weekly,"2021-01-24 00:00:00",Organic,1.338469808,2517117.75,328180.36,465075.56,4423.88,1719437.95,,,
Albany,Weekly,"2021-01-31 00:00:00",Conventional,0.893822176,150683.68,26321.00,94264.57,48.75,30049.35,,,
Atlanta,Weekly,"2021-01-31 00:00:00",Conventional,0.804530141,988845.16,626672.73,128610.13,81.82,233480.49,,,
Baltimore/Washington,Weekly,"2021-01-31 00:00:00",Conventional,0.960681949,1551302.86,524124.91,425327.45,3277.53,598572.96,,,
Birmingham/Montgomery,Weekly,"2021-01-31 00:00:00",Conventional,0.798593994,441687.42,303970.95,15347.14,26.52,122342.81,,,
Boise,Weekly,"2021-01-31 00:00:00",Conventional,1.125243031,121157.18,58550.97,20424.17,13392.74,28789.30,,,
Boston,Weekly,"2021-01-31 00:00:00",Conventional,1.284173583,721292.67,55887.01,474209.53,139.78,191056.34,,,
Buffalo/Rochester,Weekly,"2021-01-31 00:00:00",Conventional,0.929851343,291033.64,81702.84,64103.30,2467.92,142759.59,,,
Charlotte,Weekly,"2021-01-31 00:00:00",Conventional,0.970405142,466236.29,244105.13,60466.22,4550.86,157114.07,,,
Chicago,Weekly,"2021-01-31 00:00:00",Conventional,1.020519365,1378912.71,604203.55,336595.39,123881.16,314232.60,,,
Cincinnati/Dayton,Weekly,"2021-01-31 00:00:00",Conventional,0.908680413,331492.08,145660.60,142682.85,1069.79,42078.85,,,
Columbus,Weekly,"2021-01-31 00:00:00",Conventional,0.897413596,310536.65,143424.35,110820.71,321.65,55969.93,,,
"Dallas/Ft. Worth",Weekly,"2021-01-31 00:00:00",Conventional,0.727231921,1660677.06,805254.23,417397.95,15278.33,422746.55,,,
Denver,Weekly,"2021-01-31 00:00:00",Conventional,0.986762012,987342.54,340958.06,347419.40,21890.24,277074.84,,,
Detroit,Weekly,"2021-01-31 00:00:00",Conventional,1.001767565,511198.62,189144.22,147983.99,41721.26,132349.15,,,
"Grand Rapids",Weekly,"2021-01-31 00:00:00",Conventional,1.195779492,220810.14,61815.72,48206.55,47159.93,63627.95,,,
Harrisburg/Scranton,Weekly,"2021-01-31 00:00:00",Conventional,0.921096699,539208.54,243896.39,125365.68,446.97,169499.51,,,
Hartford/Springfield,Weekly,"2021-01-31 00:00:00",Conventional,1.041906174,517919.52,113521.15,291957.83,431.56,112008.99,,,
Houston,Weekly,"2021-01-31 00:00:00",Conventional,0.708758700,1305418.65,637396.14,444596.73,5718.08,217707.70,,,
Indianapolis,Weekly,"2021-01-31 00:00:00",Conventional,0.898568013,295462.40,123944.15,98208.35,1132.71,72177.19,,,
Jacksonville,Weekly,"2021-01-31 00:00:00",Conventional,0.835099902,319857.26,226801.82,12938.37,75.68,80041.38,,,
"Las Vegas",Weekly,"2021-01-31 00:00:00",Conventional,0.739522751,570305.69,101888.68,349093.43,212.76,119110.81,,,
"Los Angeles",Weekly,"2021-01-31 00:00:00",Conventional,1.056938218,3411377.98,1680710.15,618678.16,434664.33,677325.34,,,
Louisville,Weekly,"2021-01-31 00:00:00",Conventional,0.838681543,146273.05,59579.39,51596.71,50.88,35046.07,,,
"Miami/Ft. Lauderdale",Weekly,"2021-01-31 00:00:00",Conventional,0.826765842,1449984.73,1050318.52,54982.83,1921.10,342762.28,,,
Nashville,Weekly,"2021-01-31 00:00:00",Conventional,0.816587020,364801.53,210412.92,64842.43,11.84,89534.34,,,
"Northern New England",Weekly,"2021-01-31 00:00:00",Conventional,0.902704307,559256.49,46130.61,427728.18,104.40,85293.30,,,
"New Orleans/Mobile",Weekly,"2021-01-31 00:00:00",Conventional,0.775653192,339073.96,187464.78,21475.75,21.43,130112.00,,,
"New York",Weekly,"2021-01-31 00:00:00",Conventional,0.982253607,2970305.02,471246.41,1545024.28,22643.26,931391.07,,,
Orlando,Weekly,"2021-01-31 00:00:00",Conventional,0.795072838,842795.59,577068.42,21230.57,60.79,244435.81,,,
Peoria/Springfield,Weekly,"2021-01-31 00:00:00",Conventional,0.857921137,186989.46,98848.12,36404.54,2568.77,49168.02,,,
Philadelphia,Weekly,"2021-01-31 00:00:00",Conventional,0.864950665,1032011.94,311607.64,324603.46,257.06,395543.79,,,
Phoenix/Tucson,Weekly,"2021-01-31 00:00:00",Conventional,0.622261426,1831035.07,568766.06,1084488.37,4673.62,173107.01,,,
Pittsburgh,Weekly,"2021-01-31 00:00:00",Conventional,0.832751298,233375.57,142714.82,22683.69,20.30,67956.76,,,
Portland,Weekly,"2021-01-31 00:00:00",Conventional,1.122853964,704013.71,333493.21,253165.16,32956.04,84399.30,,,
Providence,Weekly,"2021-01-31 00:00:00",Conventional,1.239057752,124355.64,32249.62,69833.80,8.50,22263.71,,,
Raleigh/Greensboro,Weekly,"2021-01-31 00:00:00",Conventional,0.924884751,571991.44,299223.53,77486.10,4643.03,190638.78,,,
Richmond/Norfolk,Weekly,"2021-01-31 00:00:00",Conventional,0.904476085,405529.01,163958.04,143166.35,888.29,97516.33,,,
Roanoke,Weekly,"2021-01-31 00:00:00",Conventional,0.867493043,235355.32,102371.18,78318.74,85.82,54579.59,,,
Sacramento,Weekly,"2021-01-31 00:00:00",Conventional,1.380024915,475126.03,147579.58,195305.44,7012.45,125228.56,,,
"San Diego",Weekly,"2021-01-31 00:00:00",Conventional,0.992970177,623635.48,236169.84,228484.04,59231.69,99749.91,,,
"San Francisco",Weekly,"2021-01-31 00:00:00",Conventional,1.561043070,761587.95,158488.24,391937.89,10158.31,201003.51,,,
Seattle,Weekly,"2021-01-31 00:00:00",Conventional,1.354879746,572685.98,225796.66,276927.56,3590.46,66371.30,,,
"South Carolina",Weekly,"2021-01-31 00:00:00",Conventional,0.856259624,664955.21,408914.63,62153.84,1406.99,192479.74,,,
Spokane,Weekly,"2021-01-31 00:00:00",Conventional,1.112147287,81067.34,40418.64,28056.26,32.52,12559.92,,,
"St. Louis",Weekly,"2021-01-31 00:00:00",Conventional,0.795907549,324348.56,211696.74,21802.88,39.93,90809.01,,,
Syracuse,Weekly,"2021-01-31 00:00:00",Conventional,0.913584981,135298.33,38623.78,45153.88,502.52,51018.14,,,
Tampa,Weekly,"2021-01-31 00:00:00",Conventional,0.801782469,837782.21,594025.69,23235.42,22.16,220498.94,,,
Toledo,Weekly,"2021-01-31 00:00:00",Conventional,0.891733517,173014.77,66982.92,63376.28,5158.23,37497.33,,,
"West Tex/New Mexico",Weekly,"2021-01-31 00:00:00",Conventional,0.708928411,1055737.27,446204.98,268290.03,9289.96,331952.31,,,
